date,category_code,total_views,total_carts,total_purchases,revenue,conversion_rate
2019-10-01,auto.accessories.parktronic,419,0,1,123.56,0.002386634844868735
2019-10-01,auto.accessories.player,14728,20,102,10412.43,0.0069255839217816405
2019-10-01,auto.accessories.radar,1048,23,5,345.99,0.004770992366412214
2019-10-01,auto.accessories.videoregister,6138,37,51,5749.880000000001,0.008308895405669599
2019-10-01,auto.accessories.winch,407,0,0,0.0,0.0
2019-10-01,computers.components.cooler,1225,0,9,371.25,0.007346938775510204
2019-10-01,computers.components.cpu,1381,0,6,985.5400000000001,0.004344677769732078
2019-10-01,computers.components.hdd,1986,19,45,2174.9100000000003,0.022658610271903322
2019-10-01,computers.components.memory,1196,0,25,1263.6399999999999,0.020903010033444816
2019-10-01,computers.components.motherboard,1243,0,4,477.98,0.003218020917135961
2019-10-01,computers.components.power_supply,568,4,6,392.21000000000004,0.01056338028169014
2019-10-01,computers.components.videocards,2353,1,21,5973.520000000001,0.008924776880577986
2019-10-01,computers.desktop,12623,8,88,50961.869999999995,0.006971401410124376
2019-10-01,computers.ebooks,785,1,4,546.93,0.005095541401273885
2019-10-01,computers.notebook,34655,55,461,266404.0,0.013302553744048477
2019-10-01,computers.peripherals.camera,152,0,2,452.17,0.013157894736842105
2019-10-01,computers.peripherals.keyboard,1350,5,19,1022.6700000000001,0.014074074074074074
2019-10-01,computers.peripherals.monitor,2755,2,31,8842.99,0.011252268602540834
2019-10-01,computers.peripherals.mouse,1868,7,24,710.9100000000001,0.01284796573875803
2019-10-01,computers.peripherals.printer,4830,55,59,9938.550000000001,0.012215320910973085
2019-10-01,construction.components.faucet,824,0,9,677.77,0.010922330097087379
2019-10-01,construction.tools.drill,8593,47,78,6530.86,0.009077155824508321
2019-10-01,construction.tools.generator,2875,9,47,6134.94,0.01634782608695652
2019-10-01,construction.tools.light,635,0,3,44.39,0.004724409448818898
2019-10-01,construction.tools.painting,554,0,3,258.12,0.005415162454873646
2019-10-01,construction.tools.pump,1453,10,8,579.6400000000001,0.0055058499655884375
2019-10-01,construction.tools.saw,5909,63,65,8205.550000000003,0.011000169233372822
2019-10-01,construction.tools.welding,2552,10,20,2336.33,0.007836990595611285
2019-10-01,country_yard.cultivator,304,0,1,255.48,0.003289473684210526
2019-10-01,country_yard.furniture.bench,12,0,0,0.0,0.0
2019-10-01,country_yard.furniture.hammok,58,0,0,0.0,0.0
2019-10-01,country_yard.lawn_mower,280,1,3,328.44,0.010714285714285714
2019-10-01,electronics.audio.acoustic,3505,2,31,5569.579999999999,0.00884450784593438
2019-10-01,electronics.audio.headphone,30560,1226,926,108330.46000000002,0.03030104712041885
2019-10-01,electronics.audio.microphone,711,3,6,372.1,0.008438818565400843
2019-10-01,electronics.audio.music_tools.piano,1056,0,8,1584.54,0.007575757575757576
2019-10-01,electronics.audio.subwoofer,10794,11,84,8085.11,0.007782101167315175
2019-10-01,electronics.camera.photo,357,0,1,398.95,0.0028011204481792717
2019-10-01,electronics.camera.video,1178,1,9,3050.75,0.007640067911714771
2019-10-01,electronics.clocks,44539,398,495,130174.35,0.01111385527290689
2019-10-01,electronics.smartphone,316438,11734,9074,4407082.2700000005,0.02867544353080224
2019-10-01,electronics.tablet,8946,100,128,29916.079999999998,0.014308070646098816
2019-10-01,electronics.telephone,8147,78,106,3479.17,0.013010924266601203
2019-10-01,electronics.video.projector,399,1,4,1661.67,0.010025062656641603
2019-10-01,electronics.video.tv,25725,480,499,197125.37,0.019397473275024297
2019-10-01,furniture.bathroom.bath,583,0,2,488.94,0.003430531732418525
2019-10-01,furniture.bathroom.toilet,458,0,3,171.26,0.006550218340611353
2019-10-01,furniture.bedroom.bed,9656,4,56,9640.199999999999,0.00579950289975145
2019-10-01,furniture.bedroom.blanket,721,0,3,155.94,0.004160887656033287
2019-10-01,furniture.bedroom.pillow,1090,0,5,82.85999999999999,0.0045871559633027525
2019-10-01,furniture.kitchen.chair,2990,8,36,3228.12,0.012040133779264214
2019-10-01,furniture.kitchen.table,2571,0,13,1453.86,0.005056398288603656
2019-10-01,furniture.living_room.cabinet,7717,0,45,11910.580000000002,0.005831281586108591
2019-10-01,furniture.living_room.chair,1834,7,15,1078.0500000000002,0.008178844056706653
2019-10-01,furniture.living_room.sofa,4975,0,24,11496.46,0.004824120603015076
2019-10-01,furniture.universal.light,425,0,2,246.28,0.004705882352941176
2019-10-01,kids.carriage,6234,10,58,11078.480000000001,0.00930381777350016
2019-10-01,kids.dolls,1053,0,8,376.2,0.007597340930674264
2019-10-01,kids.fmcg.diapers,804,0,28,383.78000000000003,0.03482587064676617
2019-10-01,kids.skates,2943,8,19,6140.279999999999,0.006455997281685355
2019-10-01,kids.swing,1003,2,10,897.8700000000001,0.009970089730807577
2019-10-01,kids.toys,2909,9,22,975.3400000000001,0.0075627363355104844
2019-10-01,medicine.tools.tonometer,437,0,11,485.51000000000005,0.02517162471395881
2019-10-01,sport.bicycle,4129,0,20,4329.87,0.004843787842092516
2019-10-01,sport.ski,118,0,0,0.0,0.0
2019-10-01,sport.snowboard,143,0,0,0.0,0.0
2019-10-01,sport.tennis,126,0,0,0.0,0.0
2019-10-01,sport.trainer,758,0,8,2954.3599999999997,0.010554089709762533
2019-10-01,stationery.cartrige,215,1,4,37.22,0.018604651162790697
2019-10-02,accessories.bag,5689,4,39,1385.31,0.006855334856741079
2019-10-02,accessories.umbrella,136,0,2,50.96,0.014705882352941176
2019-10-02,accessories.wallet,1410,0,2,77.22,0.0014184397163120568
2019-10-02,apparel.belt,60,0,0,0.0,0.0
2019-10-02,apparel.costume,1015,0,4,545.72,0.003940886699507389
2019-10-02,apparel.dress,731,0,0,0.0,0.0
2019-10-02,apparel.jacket,11,0,0,0.0,0.0
2019-10-02,apparel.jeans,541,0,0,0.0,0.0
2019-10-02,apparel.scarf,60,0,0,0.0,0.0
2019-10-02,apparel.shirt,362,0,0,0.0,0.0
2019-10-02,apparel.shoes,15788,0,87,8335.78,0.005510514314669369
2019-10-02,apparel.shoes.ballet_shoes,69,0,0,0.0,0.0
2019-10-02,apparel.shoes.espadrilles,65,0,0,0.0,0.0
2019-10-02,apparel.shoes.keds,10124,0,62,5207.780000000001,0.0061240616357171075
2019-10-02,apparel.shoes.moccasins,389,0,1,72.07,0.002570694087403599
2019-10-02,apparel.shoes.sandals,269,0,0,0.0,0.0
2019-10-02,apparel.shoes.slipons,266,0,1,38.35,0.0037593984962406013
2019-10-02,apparel.shoes.step_ins,24,0,0,0.0,0.0
2019-10-02,apparel.shorts,19,0,0,0.0,0.0
2019-10-02,apparel.skirt,46,0,0,0.0,0.0
2019-10-02,apparel.sock,139,0,1,21.85,0.007194244604316547
2019-10-02,apparel.trousers,774,0,1,73.34,0.0012919896640826874
2019-10-02,apparel.tshirt,915,0,1,43.73,0.001092896174863388
2019-10-02,apparel.underwear,1565,0,1,22.96,0.0006389776357827476
2019-10-02,appliances.environment.air_conditioner,1394,5,13,3409.5399999999995,0.009325681492109038
2019-10-02,appliances.environment.air_heater,9693,70,173,7120.24,0.017847931496956567
2019-10-02,appliances.environment.fan,89,0,1,15.42,0.011235955056179775
2019-10-02,appliances.environment.vacuum,19741,195,302,42405.58,0.015298110531381389
2019-10-02,appliances.environment.water_heater,4472,39,78,8367.089999999998,0.01744186046511628
2019-10-02,appliances.iron,4444,14,95,6796.02,0.021377137713771376
2019-10-02,appliances.ironing_board,892,0,15,460.70000000000005,0.016816143497757848
2019-10-02,appliances.kitchen.blender,5540,22,77,4295.099999999999,0.013898916967509025
2019-10-02,appliances.kitchen.coffee_grinder,393,3,5,104.44,0.01272264631043257
2019-10-02,appliances.kitchen.coffee_machine,2194,0,15,2558.9799999999996,0.0068368277119416595
2019-10-02,appliances.kitchen.dishwasher,2281,2,9,3642.08,0.00394563787812363
2019-10-02,appliances.kitchen.grill,2292,4,14,2543.38,0.006108202443280977
2019-10-02,appliances.kitchen.hob,3199,1,26,4802.2699999999995,0.008127539856205065
2019-10-02,appliances.kitchen.hood,3266,0,31,3382.62,0.009491733006736069
2019-10-02,appliances.kitchen.juicer,1376,6,13,1125.41,0.00944767441860465
2019-10-02,appliances.kitchen.kettle,5053,22,84,2773.18,0.016623787848802692
2019-10-02,appliances.kitchen.meat_grinder,4282,23,80,5732.8,0.018682858477347034
2019-10-02,appliances.kitchen.microwave,4791,23,85,6260.9,0.017741598831141726
2019-10-02,appliances.kitchen.mixer,2316,33,29,1292.16,0.012521588946459413
2019-10-02,appliances.kitchen.oven,5079,3,53,6292.14,0.010435125024611145
2019-10-02,appliances.kitchen.refrigerators,22855,56,225,75011.41,0.009844672938087946
2019-10-02,appliances.kitchen.steam_cooker,384,0,1,179.41,0.0026041666666666665
2019-10-02,appliances.kitchen.toster,887,4,12,310.69,0.013528748590755355
2019-10-02,appliances.kitchen.washer,20067,104,348,95518.04000000001,0.017341904619524593
2019-10-02,appliances.personal.hair_cutter,1604,6,33,1469.8200000000002,0.02057356608478803
2019-10-02,appliances.personal.massager,383,0,1,48.72,0.0026109660574412533
2019-10-02,appliances.personal.scales,1590,15,28,564.12,0.01761006289308176
2019-10-02,appliances.sewing_machine,4434,39,64,21116.170000000002,0.014433919711321606
2019-10-02,auto.accessories.alarm,5639,97,47,5708.24,0.008334811136726369
2019-10-02,auto.accessories.compressor,1709,1,14,2309.06,0.008191925102399064
2019-10-02,auto.accessories.parktronic,346,0,3,193.06,0.008670520231213872
2019-10-02,auto.accessories.player,12989,7,101,10459.21,0.007775810301023943
2019-10-02,auto.accessories.radar,1043,10,6,760.09,0.005752636625119847
2019-10-02,auto.accessories.videoregister,5784,44,43,4519.589999999999,0.0074343015214384505
2019-10-02,auto.accessories.winch,430,0,0,0.0,0.0
2019-10-02,computers.components.cooler,1175,3,7,464.03999999999996,0.005957446808510639
2019-10-02,computers.components.cpu,1250,0,1,92.69,0.0008
2019-10-02,computers.components.hdd,1873,24,30,1838.15,0.01601708489054992
2019-10-02,computers.components.memory,1072,0,8,499.34999999999997,0.007462686567164179
2019-10-02,computers.components.motherboard,1201,0,11,2170.3599999999997,0.009159034138218152
2019-10-02,computers.components.power_supply,652,0,6,445.73,0.009202453987730062
2019-10-02,computers.components.videocards,2370,7,24,6801.070000000001,0.010126582278481013
2019-10-02,computers.desktop,11108,7,76,37174.590000000004,0.0068419157364061935
2019-10-02,computers.ebooks,779,4,4,574.3299999999999,0.005134788189987163
2019-10-02,computers.notebook,33619,90,422,236144.95,0.01255242571165115
2019-10-02,computers.peripherals.camera,130,0,3,880.79,0.023076923076923078
2019-10-02,computers.peripherals.keyboard,1268,7,18,1023.1,0.014195583596214511
2019-10-02,computers.peripherals.monitor,2581,11,18,3129.4300000000003,0.006974041069352964
2019-10-02,computers.peripherals.mouse,2132,11,22,623.98,0.010318949343339587
2019-10-02,computers.peripherals.printer,4624,57,72,12660.619999999999,0.015570934256055362
2019-10-02,construction.components.faucet,701,2,10,386.73,0.014265335235378032
2019-10-02,construction.tools.drill,8398,66,81,5222.4400000000005,0.009645153608001906
2019-10-02,construction.tools.generator,3584,7,31,4996.8,0.008649553571428572
2019-10-02,construction.tools.light,671,0,9,135.29,0.013412816691505217
2019-10-02,construction.tools.painting,443,0,4,1328.35,0.009029345372460496
2019-10-02,construction.tools.pump,1465,15,16,1256.07,0.010921501706484642
2019-10-02,construction.tools.saw,4717,84,62,7992.830000000001,0.013143947424210304
2019-10-02,construction.tools.welding,2439,47,30,4744.17,0.012300123001230012
2019-10-02,country_yard.cultivator,258,0,3,928.5699999999999,0.011627906976744186
2019-10-02,country_yard.furniture.bench,19,0,0,0.0,0.0
2019-10-02,country_yard.furniture.hammok,36,0,0,0.0,0.0
2019-10-02,country_yard.lawn_mower,181,0,0,0.0,0.0
2019-10-02,electronics.audio.acoustic,3229,0,45,6806.199999999999,0.013936203158872717
2019-10-02,electronics.audio.headphone,29690,1106,879,104945.93,0.02960592792185921
2019-10-02,electronics.audio.microphone,780,7,11,514.3499999999999,0.014102564102564103
2019-10-02,electronics.audio.music_tools.piano,922,0,5,664.8,0.005422993492407809
2019-10-02,electronics.audio.subwoofer,10399,7,76,6435.42,0.007308395037984422
2019-10-02,electronics.camera.photo,437,0,11,7072.200000000001,0.02517162471395881
2019-10-02,electronics.camera.video,1166,6,4,1260.22,0.003430531732418525
2019-10-02,electronics.clocks,43348,383,533,142190.33,0.012295838331641598
2019-10-02,electronics.smartphone,315589,12285,9270,4360612.78,0.029373647370472353
2019-10-02,electronics.tablet,7944,131,124,25912.110000000008,0.015609264853977844
2019-10-02,electronics.telephone,7774,87,111,3655.66,0.014278363776691536
2019-10-02,electronics.video.projector,449,10,3,1629.78,0.0066815144766146995
2019-10-02,electronics.video.tv,25413,493,592,231518.24,0.023295163892495967
2019-10-02,furniture.bathroom.bath,513,0,2,171.97,0.003898635477582846
2019-10-02,furniture.bathroom.toilet,509,0,6,448.47999999999996,0.011787819253438114
2019-10-02,furniture.bedroom.bed,8136,1,46,7193.8099999999995,0.005653883972468043
2019-10-02,furniture.bedroom.blanket,685,0,4,179.08,0.00583941605839416
2019-10-02,furniture.bedroom.pillow,1092,0,9,153.34,0.008241758241758242
2019-10-02,furniture.kitchen.chair,2700,6,36,2009.24,0.013333333333333334
2019-10-02,furniture.kitchen.table,2129,0,16,1862.0,0.007515265382808831
2019-10-02,furniture.living_room.cabinet,6895,0,50,14591.120000000003,0.007251631617113851
2019-10-02,furniture.living_room.chair,1254,6,14,1026.81,0.011164274322169059
2019-10-02,furniture.living_room.sofa,4112,0,19,10381.710000000001,0.004620622568093385
2019-10-02,furniture.universal.light,459,0,3,111.92,0.006535947712418301
2019-10-02,kids.carriage,6573,15,93,14504.190000000002,0.014148790506617983
2019-10-02,kids.dolls,1009,0,8,311.45,0.007928642220019821
2019-10-02,kids.fmcg.diapers,776,1,36,487.60999999999996,0.04639175257731959
2019-10-02,kids.skates,2680,15,25,6173.799999999999,0.009328358208955223
2019-10-02,kids.swing,943,7,11,1573.68,0.01166489925768823
2019-10-02,kids.toys,2962,2,34,1009.8600000000001,0.011478730587440918
2019-10-02,medicine.tools.tonometer,316,0,11,453.04,0.03481012658227848
2019-10-02,sport.bicycle,3835,3,16,6606.219999999999,0.0041720990873533245
2019-10-02,sport.ski,74,0,0,0.0,0.0
2019-10-02,sport.snowboard,164,0,1,334.37,0.006097560975609756
2019-10-02,sport.tennis,169,0,0,0.0,0.0
2019-10-02,sport.trainer,835,0,7,2030.67,0.008383233532934131
2019-10-02,stationery.cartrige,234,0,1,5.12,0.004273504273504274
2019-10-03,accessories.bag,4379,4,31,1157.0700000000002,0.007079241836035624
2019-10-03,accessories.umbrella,141,0,1,25.48,0.0070921985815602835
2019-10-03,accessories.wallet,1237,0,12,507.34000000000003,0.009700889248181084
2019-10-03,apparel.belt,65,0,1,241.71,0.015384615384615385
2019-10-03,apparel.costume,734,0,3,314.05,0.004087193460490463
2019-10-03,apparel.dress,459,0,0,0.0,0.0
2019-10-03,apparel.jeans,427,0,1,46.08,0.00234192037470726
2019-10-03,apparel.scarf,70,0,1,12.61,0.014285714285714285
2019-10-03,apparel.shirt,316,0,1,29.6,0.0031645569620253164
2019-10-03,apparel.shoes,13474,0,72,7089.24,0.005343624758794715
2019-10-03,apparel.shoes.ballet_shoes,45,0,0,0.0,0.0
2019-10-03,apparel.shoes.espadrilles,40,0,0,0.0,0.0
2019-10-03,apparel.shoes.keds,8715,0,43,3509.58,0.004934021801491681
2019-10-03,apparel.shoes.moccasins,316,0,1,31.92,0.0031645569620253164
2019-10-03,apparel.shoes.sandals,161,0,0,0.0,0.0
2019-10-03,apparel.shoes.slipons,143,0,0,0.0,0.0
2019-10-03,apparel.shoes.step_ins,29,0,0,0.0,0.0
2019-10-03,apparel.shorts,14,0,0,0.0,0.0
2019-10-03,apparel.skirt,33,0,0,0.0,0.0
2019-10-03,apparel.sock,133,0,0,0.0,0.0
2019-10-03,apparel.trousers,716,0,1,73.34,0.0013966480446927375
2019-10-03,apparel.tshirt,777,0,1,41.16,0.001287001287001287
2019-10-03,apparel.underwear,1338,0,2,64.86,0.0014947683109118087
2019-10-03,appliances.environment.air_conditioner,1743,5,15,3134.2200000000003,0.008605851979345954
2019-10-03,appliances.environment.air_heater,7265,57,111,4043.4500000000003,0.015278733654507914
2019-10-03,appliances.environment.fan,44,0,0,0.0,0.0
2019-10-03,appliances.environment.vacuum,20627,212,280,40447.82000000001,0.01357444126630145
2019-10-03,appliances.environment.water_heater,4209,60,81,8544.95,0.01924447612259444
2019-10-03,appliances.iron,4281,10,78,5196.01,0.018220042046250877
2019-10-03,appliances.ironing_board,900,2,15,608.3800000000001,0.016666666666666666
2019-10-03,appliances.kitchen.blender,4651,16,86,4286.33,0.01849064717265104
2019-10-03,appliances.kitchen.coffee_grinder,278,0,2,64.07,0.007194244604316547
2019-10-03,appliances.kitchen.coffee_machine,1957,1,12,5363.77,0.0061318344404701075
2019-10-03,appliances.kitchen.dishwasher,2005,8,13,4814.78,0.006483790523690773
2019-10-03,appliances.kitchen.grill,1806,10,23,4339.3,0.01273532668881506
2019-10-03,appliances.kitchen.hob,2460,6,23,4609.53,0.00934959349593496
2019-10-03,appliances.kitchen.hood,2632,1,14,1674.63,0.005319148936170213
2019-10-03,appliances.kitchen.juicer,1188,2,12,1154.38,0.010101010101010102
2019-10-03,appliances.kitchen.kettle,4623,30,68,2050.6799999999994,0.014709063378758382
2019-10-03,appliances.kitchen.meat_grinder,4101,12,54,4541.8,0.013167520117044623
2019-10-03,appliances.kitchen.microwave,4229,59,95,6972.5199999999995,0.022463939465594704
2019-10-03,appliances.kitchen.mixer,2341,10,27,1414.54,0.011533532678342588
2019-10-03,appliances.kitchen.oven,4558,8,65,9487.119999999999,0.014260640631856078
2019-10-03,appliances.kitchen.refrigerators,21259,56,237,82789.28,0.011148219577590667
2019-10-03,appliances.kitchen.steam_cooker,435,0,3,246.0,0.006896551724137931
2019-10-03,appliances.kitchen.toster,757,0,11,422.44999999999993,0.01453104359313078
2019-10-03,appliances.kitchen.washer,19362,144,335,98162.45,0.01730193161863444
2019-10-03,appliances.personal.hair_cutter,1425,11,25,860.82,0.017543859649122806
2019-10-03,appliances.personal.massager,390,0,4,212.54,0.010256410256410256
2019-10-03,appliances.personal.scales,1690,7,27,514.77,0.015976331360946745
2019-10-03,appliances.sewing_machine,4181,19,65,15824.89,0.015546519971298732
2019-10-03,auto.accessories.alarm,5577,87,48,7292.02,0.008606777837547068
2019-10-03,auto.accessories.compressor,1468,0,12,844.11,0.008174386920980926
2019-10-03,auto.accessories.parktronic,391,0,3,279.28999999999996,0.0076726342710997444
2019-10-03,auto.accessories.player,13338,61,111,11826.55,0.008322087269455691
2019-10-03,auto.accessories.radar,988,5,5,405.51,0.005060728744939271
2019-10-03,auto.accessories.videoregister,5431,64,48,4129.129999999999,0.008838151353341926
2019-10-03,auto.accessories.winch,281,0,0,0.0,0.0
2019-10-03,computers.components.cooler,1249,2,17,825.7099999999999,0.013610888710968775
2019-10-03,computers.components.cpu,1392,4,7,898.1400000000001,0.005028735632183908
2019-10-03,computers.components.hdd,1872,24,29,1639.5699999999997,0.015491452991452992
2019-10-03,computers.components.memory,1292,4,11,412.63,0.008513931888544891
2019-10-03,computers.components.motherboard,1141,0,5,999.19,0.0043821209465381246
2019-10-03,computers.components.power_supply,513,1,5,254.69,0.009746588693957114
2019-10-03,computers.components.videocards,2360,8,30,9554.05,0.012711864406779662
2019-10-03,computers.desktop,10749,20,91,41462.02999999999,0.008465903805005117
2019-10-03,computers.ebooks,899,7,11,1855.82,0.012235817575083427
2019-10-03,computers.notebook,32077,146,408,241905.21000000002,0.01271939395828787
2019-10-03,computers.peripherals.camera,171,0,0,0.0,0.0
2019-10-03,computers.peripherals.keyboard,1359,5,14,1178.25,0.010301692420897719
2019-10-03,computers.peripherals.monitor,2469,18,29,6174.55,0.011745646010530578
2019-10-03,computers.peripherals.mouse,2140,8,28,816.59,0.013084112149532711
2019-10-03,computers.peripherals.printer,4234,43,57,10409.070000000002,0.0134624468587624
2019-10-03,construction.components.faucet,645,4,15,927.24,0.023255813953488372
2019-10-03,construction.tools.drill,7512,58,64,5352.71,0.008519701810436636
2019-10-03,construction.tools.generator,2869,11,26,6464.59,0.009062391077030324
2019-10-03,construction.tools.light,656,0,1,17.99,0.001524390243902439
2019-10-03,construction.tools.painting,446,0,2,183.02,0.004484304932735426
2019-10-03,construction.tools.pump,1175,14,10,1317.05,0.00851063829787234
2019-10-03,construction.tools.saw,4216,36,48,7330.469999999999,0.011385199240986717
2019-10-03,construction.tools.welding,2271,8,23,3977.3199999999997,0.010127697049757816
2019-10-03,country_yard.cultivator,193,0,0,0.0,0.0
2019-10-03,country_yard.furniture.bench,16,0,0,0.0,0.0
2019-10-03,country_yard.furniture.hammok,64,0,0,0.0,0.0
2019-10-03,country_yard.lawn_mower,137,24,4,555.4000000000001,0.029197080291970802
2019-10-03,electronics.audio.acoustic,2282,0,20,4097.129999999999,0.008764241893076249
2019-10-03,electronics.audio.headphone,29377,1184,867,103548.36000000002,0.029512884229158865
2019-10-03,electronics.audio.microphone,723,0,12,478.31999999999994,0.016597510373443983
2019-10-03,electronics.audio.music_tools.piano,732,0,12,2562.6400000000003,0.01639344262295082
2019-10-03,electronics.audio.subwoofer,8971,8,83,7940.12,0.009252034332850295
2019-10-03,electronics.camera.photo,294,0,12,7397.119999999999,0.04081632653061224
2019-10-03,electronics.camera.video,1180,26,12,4065.1400000000003,0.010169491525423728
2019-10-03,electronics.clocks,40826,447,502,132351.71000000002,0.012296085827658844
2019-10-03,electronics.smartphone,308956,13667,9299,4343808.6,0.030098136951540025
2019-10-03,electronics.tablet,8130,178,131,32741.63,0.016113161131611316
2019-10-03,electronics.telephone,7131,148,117,4179.0,0.016407236011779555
2019-10-03,electronics.video.projector,458,2,2,1003.03,0.004366812227074236
2019-10-03,electronics.video.tv,24296,619,549,217406.0,0.022596312150148172
2019-10-03,furniture.bathroom.bath,232,0,1,136.94,0.004310344827586207
2019-10-03,furniture.bathroom.toilet,545,0,8,462.03999999999996,0.014678899082568808
2019-10-03,furniture.bedroom.bed,7405,4,50,9138.949999999997,0.00675219446320054
2019-10-03,furniture.bedroom.blanket,822,0,6,409.09000000000003,0.0072992700729927005
2019-10-03,furniture.bedroom.pillow,1122,0,2,20.6,0.0017825311942959
2019-10-03,furniture.kitchen.chair,2559,5,24,1602.06,0.009378663540445486
2019-10-03,furniture.kitchen.table,1961,0,14,1846.53,0.0071392146863844975
2019-10-03,furniture.living_room.cabinet,5750,0,25,5768.180000000001,0.004347826086956522
2019-10-03,furniture.living_room.chair,1901,1,18,1300.6100000000001,0.009468700683850605
2019-10-03,furniture.living_room.sofa,3738,0,25,14353.949999999999,0.006688068485821295
2019-10-03,furniture.universal.light,392,0,2,620.52,0.00510204081632653
2019-10-03,kids.carriage,6019,8,75,11343.65,0.012460541618209005
2019-10-03,kids.dolls,1241,0,9,265.98,0.007252215954875101
2019-10-03,kids.fmcg.diapers,681,1,16,224.63,0.023494860499265784
2019-10-03,kids.skates,2755,11,26,7357.139999999999,0.009437386569872959
2019-10-03,kids.swing,1003,2,9,1023.0,0.00897308075772682
2019-10-03,kids.toys,2847,0,26,811.6,0.0091324200913242
2019-10-03,medicine.tools.tonometer,264,0,10,425.82000000000005,0.03787878787878788
2019-10-03,sport.bicycle,4184,0,20,4701.4,0.004780114722753346
2019-10-03,sport.ski,74,0,0,0.0,0.0
2019-10-03,sport.snowboard,75,0,0,0.0,0.0
2019-10-03,sport.tennis,154,0,0,0.0,0.0
2019-10-03,sport.trainer,608,0,13,5930.38,0.02138157894736842
